"cbsa_code","cbsa_title","state_fips_list","n_states","multi_state_metro"
"46500","Urbana, OH","39",1,FALSE
"46520","Urban Honolulu, HI","15",1,FALSE
"46540","Utica-Rome, NY","36",1,FALSE
"46580","Utuado, PR","72",1,FALSE
"46620","Uvalde, TX","48",1,FALSE
"46660","Valdosta, GA","13",1,FALSE
"46700","Vallejo, CA","06",1,FALSE
"46780","Van Wert, OH","39",1,FALSE
"46820","Vermillion, SD","46",1,FALSE
"46860","Vernal, UT","49",1,FALSE
"46900","Vernon, TX","48",1,FALSE
"46980","Vicksburg, MS","28",1,FALSE
"47020","Victoria, TX","48",1,FALSE
"47080","Vidalia, GA","13",1,FALSE
"47180","Vincennes, IN","18",1,FALSE
"47220","Vineland, NJ","34",1,FALSE
"47240","Vineyard Haven, MA","25",1,FALSE
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","37;51",2,TRUE
"47300","Visalia, CA","06",1,FALSE
"47340","Wabash, IN","18",1,FALSE
"47380","Waco, TX","48",1,FALSE
"47420","Wahpeton, ND-MN","27;38",2,TRUE
"47460","Walla Walla, WA","53",1,FALSE
"47540","Wapakoneta, OH","39",1,FALSE
"47580","Warner Robins, GA","13",1,FALSE
"47620","Warren, PA","42",1,FALSE
"47660","Warrensburg, MO","29",1,FALSE
"47700","Warsaw, IN","18",1,FALSE
"47780","Washington, IN","18",1,FALSE
"47820","Washington, NC","37",1,FALSE
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11;24;51;54",4,TRUE
"47920","Washington Court House, OH","39",1,FALSE
"47930","Waterbury-Shelton, CT","09",1,FALSE
"47940","Waterloo-Cedar Falls, IA","19",1,FALSE
"47980","Watertown, SD","46",1,FALSE
"48020","Watertown-Fort Atkinson, WI","55",1,FALSE
"48060","Watertown-Fort Drum, NY","36",1,FALSE
"48140","Wausau, WI","55",1,FALSE
"48180","Waycross, GA","13",1,FALSE
"48200","Waynesville, NC","37",1,FALSE
"48220","Weatherford, OK","40",1,FALSE
"48260","Weirton-Steubenville, WV-OH","39;54",2,TRUE
"48300","Wenatchee-East Wenatchee, WA","53",1,FALSE
"48460","West Plains, MO","29",1,FALSE
"48540","Wheeling, WV-OH","39;54",2,TRUE
"48580","Whitewater-Elkhorn, WI","55",1,FALSE
"48620","Wichita, KS","20",1,FALSE
"48660","Wichita Falls, TX","48",1,FALSE
"48680","Wildwood-The Villages, FL","12",1,FALSE
"48700","Williamsport, PA","42",1,FALSE
"48780","Williston, ND","38",1,FALSE
"48820","Willmar, MN","27",1,FALSE
"48900","Wilmington, NC","37",1,FALSE
"48940","Wilmington, OH","39",1,FALSE
"48980","Wilson, NC","37",1,FALSE
"49010","Winchester, TN","47",1,FALSE
"49020","Winchester, VA-WV","51;54",2,TRUE
"49080","Winnemucca, NV","32",1,FALSE
"49100","Winona, MN","27",1,FALSE
"49180","Winston-Salem, NC","37",1,FALSE
"49220","Wisconsin Rapids-Marshfield, WI","55",1,FALSE
"49260","Woodward, OK","40",1,FALSE
"49300","Wooster, OH","39",1,FALSE
"49340","Worcester, MA","25",1,FALSE
"49380","Worthington, MN","27",1,FALSE
"49420","Yakima, WA","53",1,FALSE
"49460","Yankton, SD","46",1,FALSE
"49620","York-Hanover, PA","42",1,FALSE
"49660","Youngstown-Warren, OH","39",1,FALSE
"49700","Yuba City, CA","06",1,FALSE
"49740","Yuma, AZ","04",1,FALSE
"49780","Zanesville, OH","39",1,FALSE
"49820","Zapata, TX","48",1,FALSE
